project_id,material,quantity,unit,work_category,quantity_per_mw,data_type,synthetic_flag
HP-080,Reinforcement Steel,19023.2,MT,Civil,48.26,synthetic,True
HP-080,Structural Steel,5793.7,MT,Civil,14.7,synthetic,True
HP-080,Penstock Steel,9031.8,MT,Hydromechanical,22.91,synthetic,True
HP-080,Aggregate,1012762.7,m3,Civil,2569.42,synthetic,True
HP-080,Sand,536168.5,m3,Civil,1360.28,synthetic,True
HP-080,Excavation,9174369.4,m3,Civil,23275.75,synthetic,True
HP-080,Rock Excavation,4128466.2,m3,Civil,10474.09,synthetic,True
HP-080,Earth Excavation,5045903.2,m3,Civil,12801.66,synthetic,True
HP-080,Grouting Cement,33361.6,MT,Civil,84.64,synthetic,True
HP-080,Shotcrete,142978.3,m3,Civil,362.74,synthetic,True
HP-080,Lining Concrete,297871.4,m3,Civil,755.71,synthetic,True
HP-080,Gates Steel,951.2,MT,Hydromechanical,2.41,synthetic,True
HP-080,Embedded Steel,869.1,MT,Civil,2.2,synthetic,True
HP-081,Concrete,1664606.5,m3,Civil,1601.58,synthetic,True
HP-081,Cement,582612.3,MT,Civil,560.55,synthetic,True
HP-081,Reinforcement Steel,26161.7,MT,Civil,25.17,synthetic,True
HP-081,Structural Steel,9011.6,MT,Civil,8.67,synthetic,True
HP-081,Penstock Steel,10113.2,MT,Hydromechanical,9.73,synthetic,True
HP-081,Aggregate,1414915.5,m3,Civil,1361.35,synthetic,True
HP-081,Sand,749072.9,m3,Civil,720.71,synthetic,True
HP-081,Excavation,14341794.1,m3,Civil,13798.81,synthetic,True
HP-081,Rock Excavation,10756345.6,m3,Civil,10349.11,synthetic,True
HP-081,Earth Excavation,3585448.5,m3,Civil,3449.7,synthetic,True
HP-081,Grouting Cement,46609.0,MT,Civil,44.84,synthetic,True
HP-081,Shotcrete,199752.8,m3,Civil,192.19,synthetic,True
HP-081,Lining Concrete,416151.6,m3,Civil,400.4,synthetic,True
HP-081,Gates Steel,1308.1,MT,Hydromechanical,1.26,synthetic,True
HP-081,Embedded Steel,1351.7,MT,Civil,1.3,synthetic,True
HP-082,Concrete,1634969.4,m3,Civil,1676.17,synthetic,True
HP-082,Cement,572239.3,MT,Civil,586.66,synthetic,True
HP-082,Reinforcement Steel,27524.7,MT,Civil,28.22,synthetic,True
HP-082,Structural Steel,6474.6,MT,Civil,6.64,synthetic,True
HP-082,Penstock Steel,14718.4,MT,Hydromechanical,15.09,synthetic,True
HP-082,Aggregate,1389724.0,m3,Civil,1424.74,synthetic,True
HP-082,Sand,735736.2,m3,Civil,754.28,synthetic,True
HP-082,Excavation,15678697.6,m3,Civil,16073.79,synthetic,True
HP-082,Rock Excavation,11759023.2,m3,Civil,12055.34,synthetic,True
HP-082,Earth Excavation,3919674.4,m3,Civil,4018.45,synthetic,True
HP-082,Grouting Cement,45779.1,MT,Civil,46.93,synthetic,True
HP-082,Shotcrete,196196.3,m3,Civil,201.14,synthetic,True
HP-082,Lining Concrete,408742.3,m3,Civil,419.04,synthetic,True
HP-082,Gates Steel,1376.2,MT,Hydromechanical,1.41,synthetic,True
HP-082,Embedded Steel,971.2,MT,Civil,1.0,synthetic,True
HP-083,Concrete,1492328.0,m3,Civil,757.39,synthetic,True
HP-083,Cement,522314.8,MT,Civil,265.09,synthetic,True
HP-083,Reinforcement Steel,37606.6,MT,Civil,19.09,synthetic,True
HP-083,Structural Steel,9912.8,MT,Civil,5.03,synthetic,True
HP-083,Penstock Steel,14099.4,MT,Hydromechanical,7.16,synthetic,True
HP-083,Aggregate,1268478.8,m3,Civil,643.78,synthetic,True
HP-083,Sand,671547.6,m3,Civil,340.83,synthetic,True
HP-083,Excavation,19169483.1,m3,Civil,9728.97,synthetic,True
HP-083,Rock Excavation,8626267.4,m3,Civil,4378.04,synthetic,True
HP-083,Earth Excavation,10543215.7,m3,Civil,5350.94,synthetic,True
HP-083,Grouting Cement,41785.2,MT,Civil,21.21,synthetic,True
HP-083,Shotcrete,179079.4,m3,Civil,90.89,synthetic,True
HP-083,Lining Concrete,373082.0,m3,Civil,189.35,synthetic,True
HP-083,Gates Steel,1880.3,MT,Hydromechanical,0.95,synthetic,True
HP-083,Embedded Steel,1486.9,MT,Civil,0.75,synthetic,True
HP-084,Concrete,1278373.7,m3,Civil,3595.18,synthetic,True
HP-084,Cement,447430.8,MT,Civil,1258.31,synthetic,True
HP-084,Reinforcement Steel,19186.5,MT,Civil,53.96,synthetic,True
HP-084,Structural Steel,4859.3,MT,Civil,13.67,synthetic,True
HP-084,Penstock Steel,7615.7,MT,Hydromechanical,21.42,synthetic,True
HP-084,Aggregate,1086617.6,m3,Civil,3055.9,synthetic,True
HP-084,Sand,575268.2,m3,Civil,1617.83,synthetic,True
HP-084,Excavation,9699478.5,m3,Civil,27277.91,synthetic,True
HP-084,Rock Excavation,4364765.3,m3,Civil,12275.06,synthetic,True
HP-084,Earth Excavation,5334713.2,m3,Civil,15002.85,synthetic,True
HP-084,Grouting Cement,35794.5,MT,Civil,100.67,synthetic,True
HP-084,Shotcrete,153404.8,m3,Civil,431.42,synthetic,True
HP-084,Lining Concrete,319593.4,m3,Civil,898.79,synthetic,True
HP-084,Gates Steel,959.3,MT,Hydromechanical,2.7,synthetic,True
HP-084,Embedded Steel,728.9,MT,Civil,2.05,synthetic,True
HP-085,Concrete,1097591.6,m3,Civil,1679.17,synthetic,True
HP-085,Cement,384157.1,MT,Civil,587.71,synthetic,True
HP-085,Reinforcement Steel,21892.1,MT,Civil,33.49,synthetic,True
HP-085,Structural Steel,5131.6,MT,Civil,7.85,synthetic,True
HP-085,Penstock Steel,7638.4,MT,Hydromechanical,11.69,synthetic,True
HP-085,Aggregate,932952.9,m3,Civil,1427.3,synthetic,True
HP-085,Sand,493916.2,m3,Civil,755.63,synthetic,True
HP-085,Excavation,9909562.3,m3,Civil,15160.35,synthetic,True
HP-085,Rock Excavation,4459303.0,m3,Civil,6822.16,synthetic,True
HP-085,Earth Excavation,5450259.3,m3,Civil,8338.19,synthetic,True
HP-085,Grouting Cement,30732.6,MT,Civil,47.02,synthetic,True
HP-085,Shotcrete,131711.0,m3,Civil,201.5,synthetic,True
HP-085,Lining Concrete,274397.9,m3,Civil,419.79,synthetic,True
HP-085,Gates Steel,1094.6,MT,Hydromechanical,1.67,synthetic,True
HP-085,Embedded Steel,769.7,MT,Civil,1.18,synthetic,True
HP-086,Concrete,1525393.3,m3,Civil,1502.57,synthetic,True
HP-086,Cement,533887.7,MT,Civil,525.9,synthetic,True
HP-086,Reinforcement Steel,25221.3,MT,Civil,24.84,synthetic,True
HP-086,Structural Steel,7410.0,MT,Civil,7.3,synthetic,True
HP-086,Penstock Steel,9686.9,MT,Hydromechanical,9.54,synthetic,True
HP-086,Aggregate,1296584.3,m3,Civil,1277.18,synthetic,True
HP-086,Sand,686427.0,m3,Civil,676.16,synthetic,True
HP-086,Excavation,13911306.0,m3,Civil,13703.16,synthetic,True
HP-086,Rock Excavation,10433479.5,m3,Civil,10277.37,synthetic,True
HP-086,Earth Excavation,3477826.5,m3,Civil,3425.79,synthetic,True
HP-086,Grouting Cement,42711.0,MT,Civil,42.07,synthetic,True
HP-086,Shotcrete,183047.2,m3,Civil,180.31,synthetic,True
HP-086,Lining Concrete,381348.3,m3,Civil,375.64,synthetic,True
HP-086,Gates Steel,1261.1,MT,Hydromechanical,1.24,synthetic,True
HP-086,Embedded Steel,1111.5,MT,Civil,1.09,synthetic,True
HP-087,Concrete,1567700.6,m3,Civil,805.01,synthetic,True
HP-087,Cement,548695.2,MT,Civil,281.75,synthetic,True
HP-087,Reinforcement Steel,38583.7,MT,Civil,19.81,synthetic,True
HP-087,Structural Steel,13359.4,MT,Civil,6.86,synthetic,True
HP-087,Penstock Steel,11262.4,MT,Hydromechanical,5.78,synthetic,True
HP-087,Aggregate,1332545.5,m3,Civil,684.26,synthetic,True
HP-087,Sand,705465.3,m3,Civil,362.25,synthetic,True
HP-087,Excavation,19785576.9,m3,Civil,10159.84,synthetic,True
HP-087,Rock Excavation,8903509.6,m3,Civil,4571.93,synthetic,True
HP-087,Earth Excavation,10882067.3,m3,Civil,5587.91,synthetic,True
HP-087,Grouting Cement,43895.6,MT,Civil,22.54,synthetic,True
HP-087,Shotcrete,188124.1,m3,Civil,96.6,synthetic,True
HP-087,Lining Concrete,391925.2,m3,Civil,201.25,synthetic,True
HP-087,Gates Steel,1929.2,MT,Hydromechanical,0.99,synthetic,True
HP-087,Embedded Steel,2003.9,MT,Civil,1.03,synthetic,True
HP-088,Concrete,1793422.8,m3,Civil,1030.13,synthetic,True
HP-088,Cement,627698.0,MT,Civil,360.55,synthetic,True
HP-088,Reinforcement Steel,38281.0,MT,Civil,21.99,synthetic,True
HP-088,Structural Steel,12001.3,MT,Civil,6.89,synthetic,True
HP-088,Penstock Steel,13442.8,MT,Hydromechanical,7.72,synthetic,True
HP-088,Aggregate,1524409.4,m3,Civil,875.61,synthetic,True
HP-088,Sand,807040.3,m3,Civil,463.56,synthetic,True
HP-088,Excavation,20362525.4,m3,Civil,11696.15,synthetic,True
HP-088,Rock Excavation,15271894.0,m3,Civil,8772.11,synthetic,True
HP-088,Earth Excavation,5090631.4,m3,Civil,2924.04,synthetic,True
HP-088,Grouting Cement,50215.8,MT,Civil,28.84,synthetic,True
HP-088,Shotcrete,215210.7,m3,Civil,123.62,synthetic,True
HP-088,Lining Concrete,448355.7,m3,Civil,257.53,synthetic,True
HP-088,Gates Steel,1914.1,MT,Hydromechanical,1.1,synthetic,True
HP-088,Embedded Steel,1800.2,MT,Civil,1.03,synthetic,True
HP-089,Concrete,1310829.8,m3,Civil,3321.67,synthetic,True
HP-089,Cement,458790.4,MT,Civil,1162.58,synthetic,True
HP-089,Reinforcement Steel,17976.9,MT,Civil,45.55,synthetic,True
HP-089,Structural Steel,4904.2,MT,Civil,12.43,synthetic,True
HP-089,Penstock Steel,6943.6,MT,Hydromechanical,17.6,synthetic,True
HP-089,Aggregate,1114205.3,m3,Civil,2823.42,synthetic,True
HP-089,Sand,589873.4,m3,Civil,1494.75,synthetic,True
HP-089,Excavation,10092614.0,m3,Civil,25574.88,synthetic,True
HP-089,Rock Excavation,4541676.3,m3,Civil,11508.69,synthetic,True
HP-089,Earth Excavation,5550937.7,m3,Civil,14066.18,synthetic,True
HP-089,Grouting Cement,36703.2,MT,Civil,93.01,synthetic,True
HP-089,Shotcrete,157299.6,m3,Civil,398.6,synthetic,True
HP-089,Lining Concrete,327707.5,m3,Civil,830.42,synthetic,True
HP-089,Gates Steel,898.8,MT,Hydromechanical,2.28,synthetic,True
HP-089,Embedded Steel,735.6,MT,Civil,1.86,synthetic,True
HP-090,Concrete,2072689.1,m3,Civil,1288.11,synthetic,True
HP-090,Cement,725441.2,MT,Civil,450.84,synthetic,True
HP-090,Reinforcement Steel,37636.2,MT,Civil,23.39,synthetic,True
HP-090,Structural Steel,10028.2,MT,Civil,6.23,synthetic,True
HP-090,Penstock Steel,16979.1,MT,Hydromechanical,10.55,synthetic,True
HP-090,Aggregate,1761785.7,m3,Civil,1094.9,synthetic,True
HP-090,Sand,932710.1,m3,Civil,579.65,synthetic,True
HP-090,Excavation,21382138.8,m3,Civil,13288.34,synthetic,True
HP-090,Rock Excavation,9621962.5,m3,Civil,5979.75,synthetic,True
HP-090,Earth Excavation,11760176.3,m3,Civil,7308.59,synthetic,True
HP-090,Grouting Cement,58035.3,MT,Civil,36.07,synthetic,True
HP-090,Shotcrete,248722.7,m3,Civil,154.57,synthetic,True
HP-090,Lining Concrete,518172.3,m3,Civil,322.03,synthetic,True
HP-090,Gates Steel,1881.8,MT,Hydromechanical,1.17,synthetic,True
HP-090,Embedded Steel,1504.2,MT,Civil,0.93,synthetic,True
HP-091,Concrete,1303746.3,m3,Civil,3654.51,synthetic,True
HP-091,Cement,456311.2,MT,Civil,1279.08,synthetic,True
HP-091,Reinforcement Steel,19551.6,MT,Civil,54.8,synthetic,True
HP-091,Structural Steel,5971.6,MT,Civil,16.74,synthetic,True
HP-091,Penstock Steel,8644.9,MT,Hydromechanical,24.23,synthetic,True
HP-091,Aggregate,1108184.4,m3,Civil,3106.33,synthetic,True
HP-091,Sand,586685.8,m3,Civil,1644.53,synthetic,True
HP-091,Excavation,9930802.8,m3,Civil,27836.87,synthetic,True
HP-091,Rock Excavation,7448102.1,m3,Civil,20877.65,synthetic,True
HP-091,Earth Excavation,2482700.7,m3,Civil,6959.22,synthetic,True
HP-091,Grouting Cement,36504.9,MT,Civil,102.33,synthetic,True
HP-091,Shotcrete,156449.6,m3,Civil,438.54,synthetic,True
HP-091,Lining Concrete,325936.6,m3,Civil,913.63,synthetic,True
HP-091,Gates Steel,977.6,MT,Hydromechanical,2.74,synthetic,True
HP-091,Embedded Steel,895.7,MT,Civil,2.51,synthetic,True
HP-092,Concrete,1468570.3,m3,Civil,2162.33,synthetic,True
HP-092,Cement,513999.6,MT,Civil,756.82,synthetic,True
HP-092,Reinforcement Steel,21520.6,MT,Civil,31.69,synthetic,True
HP-092,Structural Steel,6292.6,MT,Civil,9.27,synthetic,True
HP-092,Penstock Steel,7751.2,MT,Hydromechanical,11.41,synthetic,True
HP-092,Aggregate,1248284.8,m3,Civil,1837.98,synthetic,True
HP-092,Sand,660856.6,m3,Civil,973.05,synthetic,True
HP-092,Excavation,12150670.4,m3,Civil,17890.73,synthetic,True
HP-092,Rock Excavation,5467801.7,m3,Civil,8050.83,synthetic,True
HP-092,Earth Excavation,6682868.7,m3,Civil,9839.9,synthetic,True
HP-092,Grouting Cement,41120.0,MT,Civil,60.55,synthetic,True
HP-092,Shotcrete,176228.4,m3,Civil,259.48,synthetic,True
HP-092,Lining Concrete,367142.6,m3,Civil,540.58,synthetic,True
HP-092,Gates Steel,1076.0,MT,Hydromechanical,1.58,synthetic,True
HP-092,Embedded Steel,943.9,MT,Civil,1.39,synthetic,True
HP-093,Concrete,1595496.2,m3,Civil,859.64,synthetic,True
HP-093,Cement,558423.7,MT,Civil,300.87,synthetic,True
HP-093,Reinforcement Steel,36614.4,MT,Civil,19.73,synthetic,True
HP-093,Structural Steel,7653.0,MT,Civil,4.12,synthetic,True
HP-093,Penstock Steel,12210.4,MT,Hydromechanical,6.58,synthetic,True
HP-093,Aggregate,1356171.8,m3,Civil,730.69,synthetic,True
HP-093,Sand,717973.3,m3,Civil,386.84,synthetic,True
HP-093,Excavation,19219575.3,m3,Civil,10355.32,synthetic,True
HP-093,Rock Excavation,14414681.5,m3,Civil,7766.49,synthetic,True
HP-093,Earth Excavation,4804893.8,m3,Civil,2588.83,synthetic,True
HP-093,Grouting Cement,44673.9,MT,Civil,24.07,synthetic,True
HP-093,Shotcrete,191459.5,m3,Civil,103.16,synthetic,True
HP-093,Lining Concrete,398874.0,m3,Civil,214.91,synthetic,True
HP-093,Gates Steel,1830.7,MT,Hydromechanical,0.99,synthetic,True
HP-093,Embedded Steel,1148.0,MT,Civil,0.62,synthetic,True
HP-094,Concrete,1489799.9,m3,Civil,3117.13,synthetic,True
HP-094,Cement,521430.0,MT,Civil,1090.99,synthetic,True
HP-094,Reinforcement Steel,20541.7,MT,Civil,42.98,synthetic,True
HP-094,Structural Steel,6797.4,MT,Civil,14.22,synthetic,True
HP-094,Penstock Steel,5947.5,MT,Hydromechanical,12.44,synthetic,True
HP-094,Aggregate,1266329.9,m3,Civil,2649.56,synthetic,True
HP-094,Sand,670410.0,m3,Civil,1402.71,synthetic,True
HP-094,Excavation,11776907.1,m3,Civil,24640.97,synthetic,True
HP-094,Rock Excavation,5299608.2,m3,Civil,11088.44,synthetic,True
HP-094,Earth Excavation,6477298.9,m3,Civil,13552.54,synthetic,True
HP-094,Grouting Cement,41714.4,MT,Civil,87.28,synthetic,True
HP-094,Shotcrete,178776.0,m3,Civil,374.06,synthetic,True
HP-094,Lining Concrete,372450.0,m3,Civil,779.28,synthetic,True
HP-094,Gates Steel,1027.1,MT,Hydromechanical,2.15,synthetic,True
HP-094,Embedded Steel,1019.6,MT,Civil,2.13,synthetic,True
HP-095,Concrete,1763773.9,m3,Civil,1521.82,synthetic,True
HP-095,Cement,617320.9,MT,Civil,532.64,synthetic,True
HP-095,Reinforcement Steel,29418.8,MT,Civil,25.38,synthetic,True
HP-095,Structural Steel,9025.8,MT,Civil,7.79,synthetic,True
HP-095,Penstock Steel,13571.6,MT,Hydromechanical,11.71,synthetic,True
HP-095,Aggregate,1499207.8,m3,Civil,1293.55,synthetic,True
HP-095,Sand,793698.3,m3,Civil,684.82,synthetic,True
HP-095,Excavation,17493886.7,m3,Civil,15094.08,synthetic,True
HP-095,Rock Excavation,13120415.0,m3,Civil,11320.56,synthetic,True
HP-095,Earth Excavation,4373471.7,m3,Civil,3773.52,synthetic,True
HP-095,Grouting Cement,49385.7,MT,Civil,42.61,synthetic,True
HP-095,Shotcrete,211652.9,m3,Civil,182.62,synthetic,True
HP-095,Lining Concrete,440943.5,m3,Civil,380.45,synthetic,True
HP-095,Gates Steel,1470.9,MT,Hydromechanical,1.27,synthetic,True
HP-095,Embedded Steel,1353.9,MT,Civil,1.17,synthetic,True
HP-096,Concrete,1702031.8,m3,Civil,952.76,synthetic,True
HP-096,Cement,595711.1,MT,Civil,333.46,synthetic,True
HP-096,Reinforcement Steel,35205.3,MT,Civil,19.71,synthetic,True
HP-096,Structural Steel,8595.8,MT,Civil,4.81,synthetic,True
HP-096,Penstock Steel,9994.9,MT,Hydromechanical,5.59,synthetic,True
HP-096,Aggregate,1446727.0,m3,Civil,809.84,synthetic,True
HP-096,Sand,765914.3,m3,Civil,428.74,synthetic,True
HP-096,Excavation,19633451.0,m3,Civil,10990.33,synthetic,True
HP-096,Rock Excavation,8835053.0,m3,Civil,4945.65,synthetic,True
HP-096,Earth Excavation,10798398.0,m3,Civil,6044.68,synthetic,True
HP-096,Grouting Cement,47656.9,MT,Civil,26.68,synthetic,True
HP-096,Shotcrete,204243.8,m3,Civil,114.33,synthetic,True
HP-096,Lining Concrete,425508.0,m3,Civil,238.19,synthetic,True
HP-096,Gates Steel,1760.3,MT,Hydromechanical,0.99,synthetic,True
HP-096,Embedded Steel,1289.4,MT,Civil,0.72,synthetic,True
HP-097,Concrete,1784732.1,m3,Civil,1261.93,synthetic,True
HP-097,Cement,624656.2,MT,Civil,441.67,synthetic,True
HP-097,Reinforcement Steel,34352.5,MT,Civil,24.29,synthetic,True
HP-097,Structural Steel,11819.5,MT,Civil,8.36,synthetic,True
HP-097,Penstock Steel,13744.0,MT,Hydromechanical,9.72,synthetic,True
HP-097,Aggregate,1517022.3,m3,Civil,1072.64,synthetic,True
HP-097,Sand,803129.4,m3,Civil,567.87,synthetic,True
HP-097,Excavation,19090648.9,m3,Civil,13498.4,synthetic,True
HP-097,Rock Excavation,14317986.7,m3,Civil,10123.8,synthetic,True
HP-097,Earth Excavation,4772662.2,m3,Civil,3374.6,synthetic,True
HP-097,Grouting Cement,49972.5,MT,Civil,35.33,synthetic,True
HP-097,Shotcrete,214167.9,m3,Civil,151.43,synthetic,True
HP-097,Lining Concrete,446183.0,m3,Civil,315.48,synthetic,True
HP-097,Gates Steel,1717.6,MT,Hydromechanical,1.21,synthetic,True
HP-097,Embedded Steel,1772.9,MT,Civil,1.25,synthetic,True
HP-098,Concrete,916665.5,m3,Civil,4477.65,synthetic,True
HP-098,Cement,320832.9,MT,Civil,1567.18,synthetic,True
HP-098,Reinforcement Steel,15930.3,MT,Civil,77.82,synthetic,True
HP-098,Structural Steel,4174.8,MT,Civil,20.39,synthetic,True
HP-098,Penstock Steel,8420.5,MT,Hydromechanical,41.13,synthetic,True
HP-098,Aggregate,779165.7,m3,Civil,3806.01,synthetic,True
HP-098,Sand,412499.5,m3,Civil,2014.94,synthetic,True
HP-098,Excavation,6157111.7,m3,Civil,30075.77,synthetic,True
HP-098,Rock Excavation,4617833.8,m3,Civil,22556.83,synthetic,True
HP-098,Earth Excavation,1539277.9,m3,Civil,7518.94,synthetic,True
HP-098,Grouting Cement,25666.6,MT,Civil,125.37,synthetic,True
HP-098,Shotcrete,109999.9,m3,Civil,537.32,synthetic,True
HP-098,Lining Concrete,229166.4,m3,Civil,1119.41,synthetic,True
HP-098,Gates Steel,796.5,MT,Hydromechanical,3.89,synthetic,True
HP-098,Embedded Steel,626.2,MT,Civil,3.06,synthetic,True
HP-099,Concrete,1532339.3,m3,Civil,1031.54,synthetic,True
HP-099,Cement,536318.8,MT,Civil,361.04,synthetic,True
HP-099,Reinforcement Steel,34423.1,MT,Civil,23.17,synthetic,True
HP-099,Structural Steel,10065.3,MT,Civil,6.78,synthetic,True
HP-099,Penstock Steel,13340.7,MT,Hydromechanical,8.98,synthetic,True
HP-099,Aggregate,1302488.4,m3,Civil,876.81,synthetic,True
HP-099,Sand,689552.7,m3,Civil,464.2,synthetic,True
HP-099,Excavation,17635229.4,m3,Civil,11871.74,synthetic,True
HP-099,Rock Excavation,7935853.2,m3,Civil,5342.28,synthetic,True
HP-099,Earth Excavation,9699376.2,m3,Civil,6529.46,synthetic,True
HP-099,Grouting Cement,42905.5,MT,Civil,28.88,synthetic,True
HP-099,Shotcrete,183880.7,m3,Civil,123.79,synthetic,True
HP-099,Lining Concrete,383084.8,m3,Civil,257.89,synthetic,True
HP-099,Gates Steel,1721.2,MT,Hydromechanical,1.16,synthetic,True
HP-099,Embedded Steel,1509.8,MT,Civil,1.02,synthetic,True
HP-100,Concrete,871570.3,m3,Civil,6424.67,synthetic,True
HP-100,Cement,305049.6,MT,Civil,2248.63,synthetic,True
HP-100,Reinforcement Steel,14731.9,MT,Civil,108.59,synthetic,True
HP-100,Structural Steel,3151.0,MT,Civil,23.23,synthetic,True
HP-100,Penstock Steel,6701.1,MT,Hydromechanical,49.4,synthetic,True
HP-100,Aggregate,740834.8,m3,Civil,5460.97,synthetic,True
HP-100,Sand,392206.6,m3,Civil,2891.1,synthetic,True
HP-100,Excavation,5503186.3,m3,Civil,40566.02,synthetic,True
HP-100,Rock Excavation,2476433.8,m3,Civil,18254.71,synthetic,True
HP-100,Earth Excavation,3026752.5,m3,Civil,22311.31,synthetic,True
HP-100,Grouting Cement,24404.0,MT,Civil,179.89,synthetic,True
HP-100,Shotcrete,104588.4,m3,Civil,770.96,synthetic,True
HP-100,Lining Concrete,217892.6,m3,Civil,1606.17,synthetic,True
HP-100,Gates Steel,736.6,MT,Hydromechanical,5.43,synthetic,True
HP-100,Embedded Steel,472.6,MT,Civil,3.48,synthetic,True
HP-101,Concrete,320235.4,m3,Civil,3373.38,synthetic,True
HP-101,Cement,112082.4,MT,Civil,1180.68,synthetic,True
HP-101,Reinforcement Steel,7073.4,MT,Civil,74.51,synthetic,True
HP-101,Structural Steel,2065.4,MT,Civil,21.76,synthetic,True
HP-101,Penstock Steel,4432.6,MT,Hydromechanical,46.69,synthetic,True
HP-101,Aggregate,272200.1,m3,Civil,2867.38,synthetic,True
HP-101,Sand,144105.9,m3,Civil,1518.02,synthetic,True
HP-101,Excavation,2636790.2,m3,Civil,27776.15,synthetic,True
HP-101,Rock Excavation,1186555.6,m3,Civil,12499.27,synthetic,True
HP-101,Earth Excavation,1450234.6,m3,Civil,15276.88,synthetic,True
HP-101,Grouting Cement,8966.6,MT,Civil,94.45,synthetic,True
HP-101,Shotcrete,38428.2,m3,Civil,404.81,synthetic,True
HP-101,Lining Concrete,80058.9,m3,Civil,843.35,synthetic,True
HP-101,Gates Steel,353.7,MT,Hydromechanical,3.73,synthetic,True
HP-101,Embedded Steel,309.8,MT,Civil,3.26,synthetic,True
HP-102,Concrete,235967.3,m3,Civil,3491.67,synthetic,True
HP-102,Cement,82588.6,MT,Civil,1222.09,synthetic,True
HP-102,Reinforcement Steel,5681.1,MT,Civil,84.06,synthetic,True
HP-102,Structural Steel,1815.2,MT,Civil,26.86,synthetic,True
HP-102,Penstock Steel,2223.0,MT,Hydromechanical,32.89,synthetic,True
HP-102,Aggregate,200572.2,m3,Civil,2967.92,synthetic,True
HP-102,Sand,106185.3,m3,Civil,1571.25,synthetic,True
HP-102,Excavation,2016851.7,m3,Civil,29843.91,synthetic,True
HP-102,Rock Excavation,907583.3,m3,Civil,13429.76,synthetic,True
HP-102,Earth Excavation,1109268.4,m3,Civil,16414.15,synthetic,True
HP-102,Grouting Cement,6607.1,MT,Civil,97.77,synthetic,True
HP-102,Shotcrete,28316.1,m3,Civil,419.0,synthetic,True
HP-102,Lining Concrete,58991.8,m3,Civil,872.92,synthetic,True
HP-102,Gates Steel,284.1,MT,Hydromechanical,4.2,synthetic,True
HP-102,Embedded Steel,272.3,MT,Civil,4.03,synthetic,True
HP-103,Concrete,388295.9,m3,Civil,4424.52,synthetic,True
HP-103,Cement,135903.6,MT,Civil,1548.58,synthetic,True
HP-103,Reinforcement Steel,6795.8,MT,Civil,77.44,synthetic,True
HP-103,Structural Steel,2168.9,MT,Civil,24.71,synthetic,True
HP-103,Penstock Steel,2281.1,MT,Hydromechanical,25.99,synthetic,True
HP-103,Aggregate,330051.5,m3,Civil,3760.84,synthetic,True
HP-103,Sand,174733.2,m3,Civil,1991.03,synthetic,True
HP-103,Excavation,2508946.2,m3,Civil,28588.72,synthetic,True
HP-103,Rock Excavation,1129025.8,m3,Civil,12864.92,synthetic,True
HP-103,Earth Excavation,1379920.4,m3,Civil,15723.8,synthetic,True
HP-103,Grouting Cement,10872.3,MT,Civil,123.89,synthetic,True
HP-103,Shotcrete,46595.5,m3,Civil,530.94,synthetic,True
HP-103,Lining Concrete,97074.0,m3,Civil,1106.13,synthetic,True
HP-103,Gates Steel,339.8,MT,Hydromechanical,3.87,synthetic,True
HP-103,Embedded Steel,325.3,MT,Civil,3.71,synthetic,True
HP-104,Concrete,290561.7,m3,Civil,6814.3,synthetic,True
HP-104,Cement,101696.6,MT,Civil,2385.0,synthetic,True
HP-104,Reinforcement Steel,3478.5,MT,Civil,81.58,synthetic,True
HP-104,Structural Steel,932.8,MT,Civil,21.88,synthetic,True
HP-104,Penstock Steel,6310.5,MT,Hydromechanical,147.99,synthetic,True
HP-104,Aggregate,246977.4,m3,Civil,5792.15,synthetic,True
HP-104,Sand,130752.8,m3,Civil,3066.44,synthetic,True
HP-104,Excavation,1109455.1,m3,Civil,26019.12,synthetic,True
HP-104,Rock Excavation,499254.8,m3,Civil,11708.6,synthetic,True
HP-104,Earth Excavation,610200.3,m3,Civil,14310.51,synthetic,True
HP-104,Grouting Cement,8135.7,MT,Civil,190.8,synthetic,True
HP-104,Shotcrete,34867.4,m3,Civil,817.72,synthetic,True
HP-104,Lining Concrete,72640.4,m3,Civil,1703.57,synthetic,True
HP-104,Gates Steel,173.9,MT,Hydromechanical,4.08,synthetic,True
HP-104,Embedded Steel,139.9,MT,Civil,3.28,synthetic,True
HP-105,Concrete,423450.2,m3,Civil,6640.27,synthetic,True
HP-105,Cement,148207.6,MT,Civil,2324.1,synthetic,True
HP-105,Reinforcement Steel,4735.6,MT,Civil,74.26,synthetic,True
HP-105,Structural Steel,1650.6,MT,Civil,25.88,synthetic,True
HP-105,Penstock Steel,3522.6,MT,Hydromechanical,55.24,synthetic,True
HP-105,Aggregate,359932.7,m3,Civil,5644.23,synthetic,True
HP-105,Sand,190552.6,m3,Civil,2988.12,synthetic,True
HP-105,Excavation,1663749.9,m3,Civil,26089.85,synthetic,True
HP-105,Rock Excavation,748687.5,m3,Civil,11740.43,synthetic,True
HP-105,Earth Excavation,915062.4,m3,Civil,14349.42,synthetic,True
HP-105,Grouting Cement,11856.6,MT,Civil,185.93,synthetic,True
HP-105,Shotcrete,50814.0,m3,Civil,796.83,synthetic,True
HP-105,Lining Concrete,105862.6,m3,Civil,1660.07,synthetic,True
HP-105,Gates Steel,236.8,MT,Hydromechanical,3.71,synthetic,True
